months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39
135,34,824116,1998-05-05,TS,250/500,166000,140064.99,0,465674,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-5776800,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,GJ,Northbend,2654 Embaracadero St,7,1,?,1,2,NO,6490600,1298120,649060,4543420,Audi,A3,2009,N,
110,33,322613,1995-04-16,KA,250/500,83000,98228.84,0,442389,MALE,Associate,other-service,bungie-jumping,husband,0,0,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,UP,Northbend,2123 Texas Ave,19,1,?,2,3,NO,4581600,1145400,763600,2672600,Saab,93,2015,Y,
259,43,871305,1992-02-14,TS,500/1000,166000,127581.79000000001,0,471614,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-4838900,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,DL,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,4735980,526220,526220,3683540,Ford,Fusion,2012,N,
114,30,488037,2007-07-11,MH,250/500,83000,97379.75,0,442936,FEMALE,Masters,protective-serv,dancing,husband,0,-2880100,2015-02-25,Vehicle Theft,?,Minor Damage,,WB,Arlington,4434 Weaver St,3,1,NO,0,3,YES,388440,43160,43160,302120,Chevrolet,Malibu,2013,N,
404,56,485813,2010-04-07,KA,250/500,83000,112976.28000000001,332000000,437944,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-5287100,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,UP,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,4407300,440730,440730,3525840,Accura,MDX,2005,Y,
282,48,886473,1991-03-10,MH,500/1000,166000,118072.48,581000000,473705,FEMALE,MD,prof-specialty,video-games,husband,2232700,-4589900,2015-02-09,Vehicle Theft,?,Minor Damage,,WB,Springfield,2809 Francis Lane,7,1,?,1,2,NO,292160,53120,26560,212480,Accura,MDX,2013,N,
57,25,907113,1996-01-20,TS,500/1000,166000,94873.98,0,469363,FEMALE,Masters,tech-support,dancing,own-child,5237300,-4490300,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,UP,Riverwood,7281 Oak St,0,3,NO,0,1,YES,6050700,1210140,1210140,3630420,Nissan,Maxima,2010,N,
215,38,833321,2010-03-01,KA,250/500,41500,116673.93000000001,0,465376,FEMALE,PhD,craft-repair,camping,unmarried,0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,TN,Arlington,9878 Washington Ave,10,1,?,0,1,NO,5868100,586810,1173620,4107670,Volkswagen,Passat,2008,N,
140,30,521592,2014-06-15,TS,100/300,41500,112398.6,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,8341500,0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,TN,Columbus,2537 5th Ave,4,4,?,0,0,?,4994110,454010,908020,3632080,Nissan,Pathfinder,2006,N,
250,42,254837,2004-11-25,KA,100/300,41500,87614.79999999999,0,457962,MALE,High School,exec-managerial,paintball,husband,5768500,-3378100,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,TN,Columbus,8493 Apache Drive,16,1,?,1,1,?,6208400,1128800,564400,4515200,Ford,Fusion,2009,Y,
286,41,634499,2000-08-26,TS,250/500,83000,82952.69,0,477947,MALE,College,prof-specialty,paintball,wife,2141400,0,2015-01-01,Vehicle Theft,?,Trivial Damage,Police,WB,Northbend,2878 Britain Hwy,3,1,YES,2,0,?,340300,68060,34030,238210,Chevrolet,Malibu,2009,N,
356,47,574707,2005-08-23,KA,250/500,166000,95945.51000000001,0,431104,MALE,High School,prof-specialty,camping,husband,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,TN,Columbus,2862 Tree Ridge,5,1,YES,0,3,?,5103670,463970,927940,3711760,Dodge,RAM,2009,N,
65,29,476839,1990-08-09,TS,250/500,83000,143333.53,0,456570,MALE,High School,other-service,basketball,own-child,0,0,2015-01-28,Vehicle Theft,?,Trivial Damage,,UP,Hillsdale,4453 Best Ave,14,1,?,0,0,?,597600,59760,119520,418320,Audi,A5,1999,N,
187,34,149601,2003-03-28,KA,500/1000,41500,102303.31,0,612986,FEMALE,PhD,machine-op-inspct,polo,not-in-family,4938500,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,DL,Arlington,5191 4th St,7,3,?,0,0,?,3743300,680600,340300,2722400,Nissan,Pathfinder,2011,N,
386,53,630683,2007-10-23,MH,250/500,41500,89527.95000000001,0,615730,MALE,JD,craft-repair,camping,not-in-family,3054400,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WB,Northbend,1364 Best St,16,1,?,2,3,YES,5532780,1005960,502980,4023840,Honda,Civic,2006,N,
197,41,500639,1996-06-27,MH,500/1000,83000,109956.73999999999,0,478640,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-5353500,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,GJ,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,6341200,1268240,634120,4438840,Volkswagen,Jetta,1997,Y,
166,37,352120,1994-12-11,KA,250/500,41500,126038.81999999999,0,470510,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,RJ,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,4838900,879800,879800,3079300,Ford,F150,2001,N,
293,49,569245,1995-12-05,TS,100/300,166000,102841.98,0,439360,FEMALE,JD,transport-moving,skydiving,husband,2896700,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,TN,Riverwood,2820 Britain St,19,1,?,1,1,?,4756730,432430,864860,3459440,Volkswagen,Passat,2002,N,
179,32,907012,1996-12-15,MH,500/1000,166000,103474.44,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,DL,Arlington,2646 MLK Drive,10,1,?,0,1,?,4407300,489700,489700,3427900,Suburu,Impreza,2006,N,
76,24,700074,2011-06-06,MH,250/500,83000,134681.61000000002,0,600313,FEMALE,MD,priv-house-serv,paintball,husband,0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WB,Riverwood,6256 Elm St,6,3,NO,1,1,?,6200100,1240020,620010,4340070,Suburu,Forrestor,1997,N,
105,28,866805,1995-12-13,MH,250/500,41500,89835.87999999999,0,452216,FEMALE,Associate,prof-specialty,golf,own-child,0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,TN,Riverwood,9724 Maple St,12,3,NO,2,2,NO,5021500,1004300,502150,3515050,Audi,A5,1995,N,
97,26,951863,1997-10-28,MH,250/500,83000,105455.65,0,478532,MALE,Masters,protective-serv,chess,unmarried,0,-5984300,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,GJ,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,7048360,640760,1281520,5126080,Jeep,Wrangler,2006,Y,
148,36,211578,1996-01-04,TS,500/1000,83000,102614.56,415000000,616929,FEMALE,MD,adm-clerical,hiking,own-child,4573300,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,RJ,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,5067150,460650,921300,3685200,Dodge,Neon,2009,N,
77,26,357394,2008-05-09,TS,250/500,166000,65223.060000000005,0,620207,MALE,JD,exec-managerial,movies,other-relative,4125100,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,DL,Hillsdale,9082 3rd Lane,12,3,YES,2,0,?,5733640,1042480,521240,4169920,Audi,A5,2009,Y,
295,46,863749,2009-12-05,KA,250/500,41500,105064.71999999999,0,605743,FEMALE,JD,prof-specialty,paintball,own-child,4332600,-3693500,2015-01-16,Vehicle Theft,?,Minor Damage,,UP,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,378480,63080,31540,283860,Nissan,Pathfinder,2007,N,
126,28,596914,1992-01-05,KA,250/500,41500,125238.70000000001,0,472814,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WB,Northbend,5333 MLK Lane,3,4,NO,0,1,?,5627400,937900,937900,3751600,Ford,F150,2011,N,
132,32,684653,1997-11-15,MH,250/500,166000,91867.71999999999,0,464362,MALE,PhD,other-service,reading,wife,3577300,-2647700,2015-01-07,Vehicle Theft,?,Minor Damage,Police,TN,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,464800,92960,46480,325360,Suburu,Legacy,2005,N,
370,55,528259,2012-12-22,KA,500/1000,166000,115297.79000000001,581000000,456203,MALE,JD,other-service,basketball,wife,0,-4415600,2015-02-17,Vehicle Theft,?,Minor Damage,,GJ,Northbrook,4814 Lincoln Lane,6,1,?,0,2,?,747000,74700,149400,522900,Mercedes,ML350,2015,N,
257,43,797636,1992-05-19,KA,100/300,83000,80911.72,0,468984,FEMALE,JD,transport-moving,kayaking,other-relative,4324300,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,UP,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,7081560,1770390,590130,4721040,Nissan,Pathfinder,2006,N,
9,24,326180,2002-05-25,TS,100/300,166000,108270.18000000001,0,473349,FEMALE,PhD,machine-op-inspct,golf,other-relative,4291100,-2763900,2015-01-31,Vehicle Theft,?,Trivial Damage,,GJ,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,493020,44820,89640,358560,Audi,A5,2001,Y,
185,34,620075,2010-04-21,MH,250/500,41500,104360.87999999999,0,474771,FEMALE,PhD,armed-forces,movies,husband,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,TN,Arlington,5269 Flute Hwy,20,3,YES,1,1,?,4263710,775220,387610,3100880,BMW,M5,2000,Y,
234,43,965187,1990-03-26,MH,250/500,41500,104334.31999999999,0,448294,MALE,Associate,protective-serv,reading,own-child,0,-4050400,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,TN,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,4282800,856560,428280,2997960,Dodge,Neon,2011,N,
253,44,516182,2007-05-12,MH,100/300,166000,59720.159999999996,0,606606,FEMALE,High School,farming-fishing,golf,own-child,3801400,0,2015-02-13,Parked Car,?,Trivial Damage,,TN,Arlington,1741 Best Ridge,9,1,NO,0,3,?,448200,49800,49800,348600,Chevrolet,Malibu,1998,N,
233,39,728839,2001-01-02,MH,500/1000,166000,126506.94,0,605220,MALE,JD,craft-repair,reading,unmarried,0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,TN,Northbrook,9148 4th Hwy,20,3,?,1,0,YES,4056210,450690,450690,3154830,Saab,95,1999,N,
274,44,771509,2006-08-10,KA,500/1000,41500,115833.14,0,466612,FEMALE,JD,tech-support,reading,husband,0,0,2015-02-05,Vehicle Theft,?,Minor Damage,Police,WB,Springfield,4279 Solo Drive,7,1,NO,2,1,?,463970,71380,71380,321210,BMW,X5,2000,N,
297,48,264221,2014-07-28,TS,500/1000,83000,103225.44,0,463331,MALE,Masters,protective-serv,camping,wife,0,-5926200,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,DL,Springfield,9177 Texas Ave,18,3,?,0,2,?,4561680,570210,0,3991470,Toyota,Corolla,2002,Y,
273,47,602704,2011-09-27,MH,500/1000,83000,98690.31999999999,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,4946800,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,UP,Northbrook,5969 Francis St,0,3,NO,1,3,?,3303400,660680,330340,2312380,Jeep,Wrangler,2014,N,
147,37,672416,2013-04-20,KA,500/1000,166000,114149.06999999999,0,609226,FEMALE,Masters,armed-forces,chess,own-child,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,TN,Columbus,9942 Tree Ave,11,3,?,0,1,?,4661280,517920,517920,3625440,Ford,Fusion,2015,Y,
285,42,545506,1991-03-20,KA,100/300,41500,115297.79000000001,0,452942,MALE,Associate,priv-house-serv,golf,not-in-family,5237300,-6590200,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,UP,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,?,4374100,437410,874820,3061870,Toyota,Corolla,2005,N,
289,43,777533,2002-12-21,MH,500/1000,83000,115163.33,0,609390,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,DL,Riverwood,1102 Apache Hwy,19,3,YES,1,3,?,5692140,632460,632460,4427220,Jeep,Wrangler,2010,N,
427,60,953334,2005-12-03,KA,100/300,83000,97824.62999999999,581000000,446608,MALE,MD,craft-repair,board-games,own-child,0,-4515200,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,DL,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,7541380,1077340,1616010,4848030,Volkswagen,Jetta,2004,Y,
380,53,369781,2011-05-25,TS,250/500,166000,96829.45999999999,498000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,2015-02-24,Parked Car,?,Trivial Damage,Police,GJ,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,473100,47310,47310,378480,Saab,93,2001,N,
13,21,990998,2006-10-18,KA,100/300,83000,129173.73,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0,-6225000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,DL,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,7879190,716290,716290,6446610,Accura,RSX,2014,N,
282,43,982678,2006-07-19,MH,250/500,41500,120538.41,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,6291400,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,TN,Northbend,5868 Best Drive,19,1,NO,1,2,NO,3884400,388440,776880,2719080,Audi,A5,2007,Y,
312,47,646069,2002-06-08,MH,500/1000,83000,100601.81,0,459298,FEMALE,MD,exec-managerial,polo,wife,5552700,-4299400,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,DL,Northbend,5318 5th Ave,17,3,NO,2,3,NO,4674560,584320,584320,3505920,Mercedes,ML350,2000,N,
266,46,331683,2009-02-12,MH,100/300,166000,131018.81999999999,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0,-3436200,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WB,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,6929670,629970,1259940,5039760,Nissan,Pathfinder,1996,N,
30,36,364055,2001-05-14,KA,500/1000,41500,123525.58,0,440831,FEMALE,College,machine-op-inspct,golf,wife,0,-5270500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WB,Northbrook,4627 Elm Ridge,17,3,NO,2,2,?,4805700,480570,480570,3844560,Saab,95,2008,N,
198,36,521854,2001-02-16,KA,250/500,83000,91000.37000000001,0,603848,MALE,High School,armed-forces,kayaking,own-child,0,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,TN,Springfield,5584 Britain Lane,11,3,?,1,3,YES,4101030,455670,455670,3189690,Audi,A3,2015,N,
290,45,737252,1993-11-18,MH,500/1000,166000,100874.87999999999,0,617739,MALE,Associate,tech-support,reading,own-child,4515200,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WB,Northbend,7002 Oak Hwy,22,3,?,0,1,NO,5494600,549460,549460,4395680,Suburu,Impreza,2012,N,
260,46,344480,1990-02-18,MH,100/300,166000,123053.31,0,607133,MALE,MD,priv-house-serv,reading,husband,2905000,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,DL,Columbus,4780 Best Drive,7,1,NO,0,1,NO,5318640,886440,886440,3545760,Toyota,Camry,2005,N,
233,43,898519,2000-05-21,MH,250/500,83000,79196.94,0,437470,FEMALE,College,tech-support,dancing,other-relative,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,TN,Northbrook,8995 1st Ave,17,3,?,2,3,YES,3527500,705500,352750,2469250,Nissan,Pathfinder,2000,N,
130,30,957816,2012-08-26,TS,500/1000,166000,99052.20000000001,0,461372,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-3386400,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,TN,Columbus,5586 2nd St,16,3,NO,2,3,?,4062850,738700,369350,2954800,Suburu,Legacy,2005,N,
230,42,175960,2004-11-16,KA,100/300,83000,84918.13,0,476130,FEMALE,MD,adm-clerical,golf,own-child,0,-3759900,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,DL,Northbend,1589 Best Ave,13,3,NO,1,2,YES,4884550,888100,888100,3108350,Accura,MDX,1999,N,
212,40,489618,2003-01-23,TS,500/1000,83000,126529.35,0,452438,FEMALE,Masters,other-service,golf,husband,6075600,0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,DL,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,6839200,683920,683920,5471360,Nissan,Pathfinder,2006,N,
299,44,717044,2008-11-07,MH,500/1000,83000,137225.56,0,460517,FEMALE,College,other-service,bungie-jumping,other-relative,0,-4050400,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WB,Springfield,7295 Tree Hwy,3,1,YES,2,0,?,4501920,562740,562740,3376440,Suburu,Impreza,2009,N,
91,26,101421,1999-10-19,TS,250/500,83000,84864.18000000001,0,444896,FEMALE,Associate,armed-forces,video-games,other-relative,4374100,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,TN,Arlington,8832 Pine Drive,15,3,?,0,2,?,6158600,615860,615860,4926880,Jeep,Wrangler,1996,N,
398,53,793948,1990-12-20,TS,100/300,166000,115903.69,0,448722,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,1784500,0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WB,Hillsdale,1620 Oak Ave,16,1,YES,2,1,?,3936690,437410,437410,3061870,Toyota,Camry,2000,N,
218,43,737483,1996-02-14,TS,250/500,41500,126288.65,0,477856,FEMALE,Associate,priv-house-serv,polo,other-relative,5071300,-5353500,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,TN,Hillsdale,3847 Elm Hwy,18,1,?,1,3,YES,5660600,1132120,566060,3962420,Dodge,RAM,2003,Y,
152,33,695117,2001-06-10,KA,100/300,83000,85844.41,0,617721,FEMALE,JD,armed-forces,exercise,husband,0,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,DL,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,5303700,589300,589300,4125100,Accura,TL,2014,N,
212,39,167466,2010-03-17,MH,100/300,83000,104194.04999999999,0,454176,FEMALE,JD,protective-serv,skydiving,not-in-family,5004900,-4888700,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,DL,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,4921900,984380,492190,3445330,Dodge,RAM,2008,N,
242,44,664732,2003-07-30,TS,500/1000,166000,115941.87000000001,498000000,618127,FEMALE,College,priv-house-serv,chess,other-relative,0,-5112800,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,TN,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,5552700,555270,1110540,3886890,Suburu,Forrestor,1999,Y,
80,27,143038,2014-09-17,MH,500/1000,41500,66010.73,0,441923,MALE,JD,farming-fishing,skydiving,husband,0,-4233000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,MH,Arlington,9719 4th Lane,16,3,YES,1,3,?,3387230,307930,615860,2463440,Ford,F150,2000,Y,
260,43,979963,2009-06-03,KA,100/300,41500,81524.26000000001,0,604279,FEMALE,JD,exec-managerial,skydiving,not-in-family,4523500,-5984300,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,DL,Riverwood,3196 Cherokee St,18,1,?,1,0,?,6258200,1251640,625820,4380740,Honda,CRV,2011,N,
133,34,467841,1994-10-11,KA,500/1000,41500,89147.81,0,440833,FEMALE,JD,prof-specialty,bungie-jumping,husband,5884700,-5071300,2015-01-28,Parked Car,?,Minor Damage,,WB,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,348600,34860,69720,244020,Jeep,Wrangler,2013,N,
290,45,219028,1991-07-18,MH,100/300,83000,108837.9,0,451550,FEMALE,Associate,machine-op-inspct,chess,wife,3195500,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,DL,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,4369950,485550,485550,3398850,Ford,F150,2001,Y,
322,49,130156,2001-09-24,TS,250/500,166000,106000.95999999999,0,431853,FEMALE,PhD,armed-forces,kayaking,own-child,0,-3818000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WB,Hillsdale,6731 Andromedia Hwy,18,1,?,0,2,YES,3505920,637440,637440,2231040,Chevrolet,Malibu,2007,N,
228,39,762951,2012-09-19,KA,500/1000,41500,115255.45999999999,0,614274,FEMALE,JD,sales,reading,husband,2921600,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,GJ,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,4937670,548630,548630,3840410,Mercedes,ML350,1995,N,
195,37,376879,1991-07-11,TS,100/300,83000,116741.16,664000000,619148,MALE,MD,tech-support,base-jumping,unmarried,0,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,TN,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,3668600,366860,366860,2934880,Jeep,Wrangler,2002,Y,
247,39,599031,1991-10-29,KA,100/300,41500,129338.06999999999,0,456781,FEMALE,Masters,protective-serv,reading,unmarried,0,-4091900,2015-02-16,Vehicle Theft,?,Trivial Damage,Police,WB,Springfield,2577 Texas Ridge,5,1,YES,1,2,?,639100,63910,127820,447370,Saab,93,2000,N,
405,57,676255,1999-12-28,KA,500/1000,83000,93995.01000000001,332000000,434293,MALE,MD,priv-house-serv,exercise,other-relative,3842900,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,DL,Northbend,3841 Washington Lane,21,3,?,2,3,?,5099520,849920,849920,3399680,Saab,93,2008,N,
144,37,985446,2012-10-11,MH,250/500,166000,157443.53,0,460895,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,6117100,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,TN,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,4515200,451520,903040,3160640,Chevrolet,Silverado,2015,Y,
338,47,884180,1995-08-19,TS,500/1000,41500,94907.18000000001,332000000,601600,MALE,MD,priv-house-serv,polo,other-relative,0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,GJ,Arlington,4826 5th St,4,1,YES,2,1,?,4860480,810080,810080,3240320,Mercedes,E400,2002,N,
121,34,571462,1991-02-11,KA,500/1000,41500,106689.86,0,465440,MALE,MD,priv-house-serv,video-games,wife,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,UP,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,5585900,558590,558590,4468720,Dodge,RAM,2000,Y,
398,55,815883,1991-07-02,MH,250/500,166000,108336.58,0,455482,MALE,MD,farming-fishing,skydiving,wife,5494600,-4125100,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,UP,Hillsdale,6440 Rock Lane,18,1,?,1,3,YES,3049420,277220,554440,2217760,BMW,X5,1998,Y,
9,30,258265,1994-04-10,TS,100/300,83000,89127.89,0,438877,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,DL,Northbrook,5806 Embaracadero St,12,1,?,0,0,NO,7112270,1293140,1293140,4525990,BMW,3 Series,2011,N,
115,31,569714,2005-12-04,MH,500/1000,83000,87288.61,0,479824,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WB,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,2835280,0,354410,2480870,Audi,A5,2005,Y,
280,48,180008,2014-07-16,TS,250/500,83000,115150.04999999999,0,477415,MALE,JD,transport-moving,paintball,not-in-family,0,-5976000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WB,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,?,5089560,848260,848260,3393040,BMW,M5,1998,N,
254,45,633375,2003-09-17,TS,250/500,41500,89942.12000000001,0,614372,MALE,JD,other-service,paintball,husband,4963400,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,GJ,Columbus,7630 Rock Drive,19,3,YES,0,0,?,6613440,1102240,1102240,4408960,BMW,3 Series,2004,N,
141,30,556538,2000-07-15,TS,250/500,83000,153697.74,0,465248,FEMALE,High School,craft-repair,exercise,other-relative,6540400,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,TN,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,5124420,569380,569380,3985660,Audi,A3,2002,N,
441,55,669501,2009-07-29,KA,250/500,41500,105434.06999999999,332000000,449421,MALE,College,armed-forces,exercise,husband,1992000,-4191500,2015-02-19,Parked Car,?,Minor Damage,,UP,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,531200,53120,53120,424960,Honda,Civic,2002,N,
381,55,963761,1991-04-13,MH,500/1000,41500,121179.17,0,445856,FEMALE,MD,other-service,chess,wife,2979700,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,TN,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,5029800,1005960,502980,3520860,Accura,TL,2011,N,
191,38,753005,2005-11-20,TS,100/300,166000,104035.52,0,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,UP,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,4674560,849920,424960,3399680,Volkswagen,Jetta,2007,N,
145,34,454758,1990-05-20,KA,100/300,83000,94825.84,0,608813,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,GJ,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,4336750,788500,394250,3154000,Suburu,Legacy,2012,N,
479,60,698589,2002-11-28,TS,500/1000,83000,98641.35,0,459295,FEMALE,MD,exec-managerial,camping,other-relative,0,-3718400,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,TN,Arlington,3275 Pine St,9,2,?,0,3,?,4473700,447370,894740,3131590,Saab,95,2006,N,
215,35,330119,2004-06-15,TS,500/1000,83000,93408.20000000001,0,606144,MALE,Masters,adm-clerical,yachting,husband,3320000,-3602200,2015-01-15,Vehicle Theft,?,Trivial Damage,,WB,Columbus,7785 Lincoln Lane,6,1,?,2,1,NO,219120,18260,36520,164340,Jeep,Wrangler,2001,N,
